pid,rid,verb,verbstem,sentence,ISO3,object,objectcleanpp,objecttype,label1,label2,group
141032,68867,arrested,arrest,"The PLA cadre, Naorem Komol Singh alias Linthoinganba was arrested from Wabagai Yangbi area of Thoubal District while the KCP-MC cadre, A Herojit Singh alias Jit alias Vicky was arrested from Bishnupur Bazaar in Bisnupur District.",IND,"The PLA cadre , Naorem Komol Singh alias Linthoinganba from Wabagai Yangbi area of Thoubal District",pla cadre naorem komol singh alias linthoinganba area,person,terrorist,not-assigned,NA
135501,66562,arrested,arrest,"On verification, the arrested cadre disclosed that the booklets were to be delivered to one PLA cadre, identified as Ahanthem Nabakumar Meitei alias Leo.",IND,cadre,cadre,person,terrorist,not-assigned,NA
25462,15386,arrested,arrest,"According to a report in the Daily Star, police have arrested five cadres of different outlawed left-wing extremist parties from Khulna on November 4. Two armed cadres of the Purba Banglar Communist Party (Jana Juddho faction) were arrested from Bujbunia bazaar under Batiaghata sub-district and three guns were recovered from their possession.",BGD,five cadres of different outlawed left-wing extremist parties from Khulna on November 4. Two armed cadres of the Purba Banglar Communist Party ( Jana Juddho faction ),cadres different outlawed left wing extremist parties november armed purba banglar communist party jana juddho faction,person,terrorist,maoist,NA
48185,27337,surrendered,surrend,"Two cadres of the Biswamohan Debbarma faction of the National Liberation Front of Tripura (NLFT), Manmohan Tripura and Manoranjan Tripura, surrendered before the police at Narayanpur in the Gandacherra area of Dhalai district on December 18, reports Tripurainfo.",IND,"Two cadres of the Biswamohan Debbarma faction of the National Liberation Front of Tripura ( NLFT ) , Manmohan Tripura and Manoranjan Tripura ,",cadres biswamohan debbarma faction national liberation front nlft manmohan and,person,terrorist,not-assigned,NA
122926,61362,arrested,arrest,34 cadres were arrested from the Rajshahi College area.,BGD,34 cadres from the Rajshahi College area.,cadres rajshahi college area,person,terrorist,not-assigned,NA
141251,68971,arrested,arrest,"A man, suspected to be a close associate of the slain Liberation Tigers of Tamil Eelam (LTTE) leader Ponniah Selvanayagam Kajeeban alias Gobi, was arrested by the Terrorist Investigation Department (TID) in Jaffna District, reports Daily Mirror on April 25.",LKA,"A man , suspected to be a close associate of the slain Liberation Tigers of Tamil Eelam ( LTTE ) leader Ponniah Selvanayagam Kajeeban alias Gobi ,",man suspected to be close associate slain liberation tigers tamil eelam ltte leader ponniah selvanayagam kajeeban alias gobi,person,terrorist,not-assigned,NA
131542,65015,arrested,arrest,"Meanwhile, Police arrested four cadres of JeI-ICS in Sitakunda sub-Dsitrict of Chittagong Dsitrict on August 23, reports The Daily Star.",BGD,four cadres of JeI - ICS in Sitakunda sub - Dsitrict of Chittagong Dsitrict,cadres ics sub,person,terrorist,not-assigned,NA
105544,53981,fired,fire,"According to Police, the three NSCN-K cadres were fired upon by unidentified assailants just after they checked out of the hotel.",IND,K cadres,cadres,person,terrorist,not-assigned,NA
115219,58049,arrested,arrest,"Separately, SFs arrested a People's Liberation Army (PLA) woman cadre, identified as Phanjoubam Ongbi Lalita Devi, at Andro Khunou Torongthel area on September 27.",IND,"a People 's Liberation Army ( PLA ) woman cadre , identified as Phanjoubam Ongbi Lalita Devi , at Andro Khunou Torongthel area on September 27.",people liberation army pla woman cadre identified phanjoubam ongbi lalita devi area september,person,terrorist,not-assigned,NA
34795,20612,arrested,arrest,"Earlier on April 25, another ULFA cadre, Kalti Rabha, was arrested from the Latasil area in the city.",IND,"another ULFA cadre , Kalti Rabha , from the Latasil area",ulfa cadre kalti rabha area,person,terrorist,not-assigned,NA
83479,43308,arrested,arrest,"Meanwhile, the Police arrested an ICS cadre when he went to Rajshahi Police Lines for attending recruitment tests for Police Sub Inspectors.",BGD,an ICS cadre,ics cadre,person,terrorist,not-assigned,NA
61620,33359,killed,kill,"Intercepting Tiger communication intercepts revealed that 10 LTTE cadres were killed including two area leaders while 52 others were injured,"" he added.",LKA,10 LTTE cadres,ltte cadres,person,terrorist,not-assigned,NA
88341,45558,surrendered,surrend,"Sources have also informed that most of the parking bays under the Meghalaya Urban Development Agency (MUDA), too, are controlled by the surrendered HNLC cadres.",IND,HNLC cadres,hnlc cadres,person,terrorist,not-assigned,NA
124838,62144,injured,injur,Three AL cadres were also injured in the attack.,BGD,Three AL cadres,al cadres,person,terrorist,not-assigned,NA
52125,29208,killed,kill,"Further, two top cadres of the Hizb-ul-Mujahideen (HM), <fc><be><8c><93><a4><bc>section commander' Shah Din alias Sher Khan and Ghulam Mohammed alias Mehmood, were killed by the SFs at village Tanatly Bisran in the Gandoh area of Doda district on June 4-afternoon.",IND,"two top cadres of the Hizb - ul - Mujahideen ( HM ) , < fc > < be > < 8c > < 93 > < a4 > < bc > section commander ' Shah Din alias Sher Khan and Ghulam Mohammed alias Mehmood ,",top cadres hizb ul mujahideen hm fc be bc section commander shah din alias sher khan and ghulam mohammed mehmood,person,terrorist,not-assigned,NA
64610,34569,arrested,arrest,"Rapid Action Battalion (RAB) personnel arrested three Biplobi Communist Party (BCP) cadres at Ibrahimpur village of Shailkupa sub-district in the Jhenidah district on August 19, reports Daily Star.",IND,three Biplobi Communist Party ( BCP ) cadres at Ibrahimpur village of Shailkupa sub - district in the Jhenidah district on August 19,biplobi communist party bcp cadres village sub district august,person,terrorist,not-assigned,NA
44683,25776,shot,shot,"Further, LTTE <fc><be><8c><93><a4><bc>pistol gang' cadres shot at and injured a police constable in the Kattankudy area of Batticaloa district.",LKA,LTTE < fc > < be > < 8c > < 93 > < a4 > < bc > pistol gang ' cadres,ltte fc be bc pistol gang cadres,person,terrorist,not-assigned,NA
88457,45610,arrested,arrest,Two People''s Liberation Army (PLA) cadres and over ground worker belonging to the Military Council faction of the KCP were arrested by the Army.,IND,Two People '' s Liberation Army ( PLA ) cadres and over ground worker belonging to the Military Council faction of the KCP,people liberation army pla cadres and ground worker belonging to military council faction kcp,person,terrorist,not-assigned,NA
124418,61972,injured,injur,Police opened fired and two JeI-ICS cadres were killed and at least 40 cadres were injured.,BGD,at least 40 cadres,least cadres,person,terrorist,not-assigned,NA
95386,49211,raided,raid,The Police alleged that they had raided his residence and had recovered 23 kilogrammes explosive material from his possession.,PAK,his residence,his residence,asset/ infrastructure,,,NA
77481,40467,fired,fire,Unconfirmed reports suggested that they were hit by a shell fired from a jet plane.,PAK,a shell from a jet plane,shell jet plane,asset/ infrastructure,,,NA
121065,60559,set,set ablaz,"The Times of India reports that a band of around 150 Communist Party of India-Maoist (CPI-Maoist) barged into the Vairagadh gram panchayat (village level local self-Government institution) and set ablaze the gram panchayat building in Armori taluka (administrative unit), around 55 kilometres away from Gadchiroli District in the wee hours of November 29, leading to a loss of around INR 10 million.",IND,"ablaze the gram panchayat building in Armori taluka ( administrative unit ) , around 55 kilometres away from Gadchiroli District in the wee hours of November 29 , leading to a loss of around INR 10 million",ablaze gram panchayat building taluka administrative unit kilometres away wee hours november leading to loss inr,asset/ infrastructure,,,NA
35295,20917,set,set ablaz,"In another incident, suspected Maoists set ablaze the ancestral home of Chief Justice Hari Prasad Sharma at Rajhana in the Dang district on May 23.",NPL,the ancestral home of Chief Justice Hari Prasad Sharma at Rajhana in the Dang district on May 23.,ancestral home chief justice hari prasad sharma district may,asset/ infrastructure,,,NA
118091,59198,raided,raid,"Abul Khayer, officer in-charge of Harinakundu Police Station said, acting on secret information, a team of police raided the area and recovered the bombs in a bag and three sharp billhooks in the morning.",BGD,the area,area,asset/ infrastructure,,,NA
120369,60226,blow up,blow up,"Unidentified militants made an abortive bid to blow up a Central Reserve Police Force (CRPF) bunker with a grenade at Saraf Kadal area of the capital Srinagar on June 11, Daily Excelsior reported.",IND,a Central Reserve Police Force ( CRPF ) bunker with a grenade at Saraf Kadal area of the capital Srinagar,central reserve police force crpf bunker grenade area capital,asset/ infrastructure,,,NA
23989,14314,blew up,blew up,"Cadres of the left-wing extremist group, Naxalites of the Maoist Communist Centre (MCC), blew up the newly constructed building of Govardhanana Police Station on the Indo-Nepal border in Bihar's West Champaran district with dynamites on July 26.",IND,the newly constructed building of Govardhanana Police Station on the Indo - Nepal border in Bihar 's West Champaran district with dynamites,newly constructed building govardhanana police station indo border district dynamites,asset/ infrastructure,,,NA
43837,25448,neutralised,neutralis,"Separately, security forces (SF) detected and neutralised a powerful improvised explosive device (IED) at Letapora on Srinagar-Jammu national highway.",IND,a powerful improvised explosive device ( IED ),powerful improvised explosive device ied,asset/ infrastructure,,,NA
82358,42782,neutralised,neutralis,"Separately, Security Forces neutralised two militant hideouts and recovered arms and ammunition.",IND,two militant hideouts,militant hideouts,asset/ infrastructure,,,NA
45271,26011,set,set ablaz,"Violence was also reported from Mastung, where Government offices, including that of the Election Commission, were set ablaze.",PAK,"Government offices , including that of the Election Commission , ablaze",government offices including election commission ablaze,asset/ infrastructure,,,NA
68302,36112,blow up,blow up,Sambada reports that the Chandpur police outpost in Nayagarh district received a phone call in the wee hours of December 4 threatening to blow up the outpost and the Ranpur police station in 72 hours.,IND,the outpost and the Ranpur police station,outpost and ranpur police station,asset/ infrastructure,,,NA
54959,30594,raided,raid,Security personnel raided a house in Haider colony in the sub-district of Topi and arrested Amir Mohammad Khan along with his two brothers.,PAK,a house,house,asset/ infrastructure,,,NA
99221,51073,attack,attack,"<fc><be><8c><b3><a4><bc>Altogether 200 fresh recruits are being trained to attack the Mohammad Bazar Police Station under the supervision of CPI(Maoist) zonal commander Ravi Marandi, alias Vishvanathda,<fc><be><8d><83><a4><bc> a Police source quoted the 25-year-old as saying.",IND,the Mohammad Bazar Police Station,mohammad bazar police station,asset/ infrastructure,,,NA
83605,43370,raided,raid,"In a separate incident, about 20 armed Maoists raided the house of a man at Chapiyamadgadh village in Garhwa District and took him to a nearby place before shooting him dead, suspecting him to be a Police informer.",IND,the house of a man,house man,asset/ infrastructure,,,NA
82742,42964,blow up,blow up,"In addition, militants made a failed bid to blow up the bunker of 177 battalion of Central Reserve Police Force (CRPF) in Sopore town of Baramulla District.",IND,the bunker of 177 battalion of Central Reserve Police Force ( CRPF ) in Sopore town of Baramulla District,bunker battalion central reserve police force crpf town,asset/ infrastructure,,,NA
140681,68709,fired,fire,The encounter between the Maoists and the SFs went on for an hour during which several rounds were fired.,IND,several rounds,several rounds,asset/ infrastructure,,,NA
89279,45958,set,set ablaz,"Police on September 12 registered cases against Mirwaiz Umar Farooq, chairman of All Party Hurriyat Conference-Mirwaiz (APHC-M) and other separatist leaders for allegedly inciting September 11 violence during which Government properties were set ablaze by mobs.",IND,Government properties ablaze,government properties ablaze,asset/ infrastructure,,,NA
8716,4041,raided,raid,"Meanwhile, in Khulna, on July 26, police raided a house and recovered 30 live bombs in Khulna.",BGD,a house,house,asset/ infrastructure,,,NA
43522,25324,blew up,blew up,"Separately, militants blew up a 14-inch diameter gas pipeline in the Sui Nala area of Sui district.",PAK,a 14-inch diameter gas pipeline,inch diameter gas pipeline,asset/ infrastructure,,,NA
106852,54590,raided,raid,The RAB raided the area and recovered the bombs in an abandoned condition.,BGD,the area,area,asset/ infrastructure,,,NA
141334,69007,fired,fire,Police resorted to baton-charging and aerial firing and also fired tear gas canisters to disperse the demonstrators as a result of which several persons fell unconscious.,PAK,tear gas canisters,tear gas canisters,asset/ infrastructure,,,NA
96255,49646,set,set ablaz,"The vehicles that were set ablaze included two tractors, a roller, three water tanks and diesel pumps.",IND,The vehicles that ablaze,vehicles ablaze,asset/ infrastructure,,,NA
41856,24585,blew up,blew up,"In another incident, Maoists blew up railway tracks near Dashrathpur railway station on the Kiul-Bhagalpur loop section.",IND,railway tracks,railway tracks,asset/ infrastructure,,,NA
94542,48785,fired,fire,"Unknown men from Dur Muhammad Goth fired two rockets to target Malir Cantonment but they missed the target, police said.",PAK,two rockets to target Malir Cantonment,rockets to target,asset/ infrastructure,,,NA
52073,29190,blew up,blew up,"Telegraph reports that on June 1, Communist Party of India-Maoist (CPI-Maoist) cadres blew up three high-tension power supply towers in the forests of Dhourie and Farasgaon of the Bastar region affecting train services and production in the National Mineral Development Corporation (NMDC).",IND,three high-tension power supply towers,high tension power supply towers,asset/ infrastructure,,,NA
38961,22791,fired,fire,"Separately, in north Kashmir, militants fired a rifle grenade towards a picket of the Border Security Force (BSF) at Hathishah bridge in the Sopore area.",IND,a rifle grenade,rifle grenade,asset/ infrastructure,,,NA
104931,53728,set,set ablaz,"Further on January 24, five persons were injured and Senior Superintendent of Police (SSP) and Deputy Commissioner (DC) of Budgam District escaped unhurt, when an irate mob attacked a Police Station and set ablaze houses of three accused persons involved in the murder of the PDP worker.",IND,ablaze houses of three accused persons involved in the murder of the PDP worker,ablaze houses accused persons involved murder pdp worker,asset/ infrastructure,,,NA
95456,49240,torched,torch,"Earlier, it was reported that unidentified militants had torched an Airtel tower at the Langol game village in Imphal.",IND,an Airtel tower,airtel tower,asset/ infrastructure,,,NA
1365,659,fired,fire,"Besides, militants fired several grenades at the police headquarters in Balgarden area, on June 7.",IND,several grenades,several grenades,asset/ infrastructure,,,NA
26471,15964,raided,raid,Special forces also raided a mosque in Lahore and detained 10 persons believed to be activists of a banned terrorist outfit after the arrest of the intelligence official.,PAK,a mosque,mosque,asset/ infrastructure,,,NA
52904,29633,fired,fire,Ghazi claimed that four students were killed when a mortar fired by the SFs hit a room in the mosque.,PAK,a mortar,mortar,asset/ infrastructure,,,NA
72890,38208,set,set ablaz,"Separately, PTI reports that cadres of the Communist Party of India-Maoist (CPI-Maoist) set ablaze three vehicles at Kolibera in Simdega District on May 9 as the 48-hour shutdown called by them in the District and neighbouring Gumla ended, Police said.",IND,three vehicles,vehicles,asset/ infrastructure,,,NA
64176,34411,blew up,blew up,"Suspected militants also blew up an electricity pylon in the Shaikh Muhammadi area late on August 8, disrupting electricity supply for many hours.",PAK,an electricity pylon in the Shaikh Muhammadi area,electricity pylon area,asset/ infrastructure,,,NA
54942,30586,neutralised,neutralis,"Elsewhere in the State, a terrorist hide out was neutralised by the SF personnel at Theoda Choti area in the Doda district.",IND,a terrorist hide out,terrorist hide out,asset/ infrastructure,,,NA
74593,39016,blew up,blew up,The SFs also blew up their house with explosives.,PAK,their house,their house,asset/ infrastructure,,,NA
29251,17641,set,set ablaz,"Manorama Devi, a suspected People's Liberation Army (PLA) cadre, by the Assam Rifles personnel on July 10 set ablaze two Government offices in the Bishenpur and Imphal West districts.",IND,ablaze two Government offices in the Bishenpur and Imphal West districts,ablaze government offices and districts,asset/ infrastructure,,,NA
92987,47932,blown up,blown up,"A 24-inch diameter gas pipeline was blown up by unidentified terrorists near the gas purification plant at Sui sub-District in Dera Bugti District on January 24, stated Daily Times.",PAK,A 24-inch diameter gas pipeline,inch diameter gas pipeline,asset/ infrastructure,,,NA
80999,42126,blew up,blew up,"Unidentified militants blew up a Government-run girls' primary school on the outskirts of Bannu in North West Frontier Province (NWFP) in the night of January 31, according to Daily Times.",PAK,a Government-run girls ' primary school,government run girls primary school,asset/ infrastructure,,,NA
77847,40658,set,set ablaz,"PTI reports that Communist Party of India-Maoist (CPI-Maoist) cadres set ablaze the house of a cadre for breaking away, the Latehar Police said on October 29.",IND,ablaze the house of a cadre for breaking away,ablaze house cadre breaking away,asset/ infrastructure,,,NA
132916,65553,fired,fire,Two unnamed officials said that six mortar shells fired from the eastern Afghan province of Khost landed in Bange Dar village.,PAK,six mortar shells,mortar shells,asset/ infrastructure,,,NA
32929,19537,torching,torch,"Meanwhile, the Kanglei Yawol Kanna Lup (KYKL), in a statement to the local media, has claimed responsibility for torching two trucks loaded with vehicles in between Ningthoubung and Hengbung villages in Senapati district on January 18.",IND,two trucks loaded with vehicles in between Ningthoubung and Hengbung villages in Senapati district,trucks loaded vehicles and villages district,asset/ infrastructure,,,NA
125597,62460,blew up,blew up,Official sources said that militants blew up the girls school in Misri chowk by planting a huge quantity of explosives inside the building.,PAK,the girls school in Misri chowk,girls school chowk,asset/ infrastructure,,,NA
7859,3612,blow up,blow up,Police sources said the two men were sent by bin Laden to blow up the US embassy.,IND,the US embassy,embassy,asset/ infrastructure,,,NA
121325,60674,raided,raid,"STF sources said based on leads from his statement, they have raided many places in the city and adjoining areas to seize laptops, hard disks, documents and cash worth INR 53,000.",IND,"many places in the city and adjoining areas to seize laptops , hard disks , documents and cash worth INR 53,000.",many places city and adjoining areas to seize laptops hard disks documents cash worth inr,asset/ infrastructure,,,NA
91641,47169,blew up,blew up,"Separately, unidentified militants blew up a girls' school in the Safi tehsil of the Mohmand Agency.",PAK,a girls ' school,girls school,asset/ infrastructure,,,NA
83706,43420,blew up,blew up,"The Communist Party of India-Maoist (CPI-Maoist) cadres blew up a culvert on a road near Bandhugaon by triggering a landmine blast on April 25 during their shutdown which paralysed vehicular movement between Koraput and places in neighbouring Andhra Pradesh, reported PTI.",IND,a culvert,culvert,asset/ infrastructure,,,NA
65279,34829,neutralised,neutralis,"Elsewhere, the SFs neutralised an unspecified number of LTTE bunkers in the areas north of Palamoddai, Navathkulama and Kompuwennakulam killing three militants while injuring four others.",LKA,"an unspecified number of LTTE bunkers in the areas north of Palamoddai , Navathkulama and Kompuwennakulam killing three militants while injuring four others.",unspecified number ltte bunkers areas north navathkulama and kompuwennakulam killing militants injuring others,asset/ infrastructure,,,NA
63217,34029,blew up,blew up,"Unidentified men on July 8 blew up a gas pipeline in Nasser Shak in the Jacobabad district of Sindh province, according to Daily Times.",PAK,a gas pipeline,gas pipeline,asset/ infrastructure,,,NA
38023,22343,attacked,attack,Security forces (SFs) are reported to have killed six terrorists in an encounter that ensued after a group of at least 30 terrorists attacked a military post at Zara Mela in North Waziristan on October 3.,PAK,a military post,military post,asset/ infrastructure,,,NA
72665,38121,fired,fire,Security officials said unidentified militants fired rockets at the army camp from Dalkhat side which caused no damage.,PAK,rockets at the army camp from Dalkhat side which caused no damage,rockets army camp side caused damage,asset/ infrastructure,,,NA
60471,32907,neutralised,neutralis,"The Sri Lanka Air Force (SLAF) fighter jets neutralised an LTTE training camp and a Sea Tiger (sea wing of the LTTE) command post in two separate air raids on March 27-moring, the SLAF Wing Commander Andrew Wijesuriya said, according to Daily News.",LKA,an LTTE training camp and a Sea Tiger ( sea wing of the LTTE ) command post in two separate air raids on March 27-mo ring,ltte training camp and sea wing command post separate air raids march mo ring,asset/ infrastructure,,,NA
81816,42510,raided,raid,"Police along with university authorities on February 25 raided several rooms of Islami Chhatra Shibir (ICS) cadres at Suhrawardy Hall of Rajshahi University in Rajshahi District and recovered bomb making materials, hockey sticks, iron rods, stones, sticks, leaflets and fake identity cards, reports Daily Star.",BGD,several rooms of Islami Chhatra Shibir ( ICS ) cadres at Suhrawardy Hall of Rajshahi University in Rajshahi District,several rooms islami chhatra shibir ics cadres suhrawardy hall university,asset/ infrastructure,,,NA
19132,11095,blasted,blast,"Left-wing extremists-Naxalites-of the People's War Group (PWG) blasted a telephone exchange in Velturu village, Mahboobnagar district, on December 3.",IND,"a telephone exchange in Velturu village , Mahboobnagar district ,",telephone exchange village district,asset/ infrastructure,,,NA
27096,16301,blasted,blast,"On February 20, a group of fifteen left wing extremists<fc><be><8d><b3><a4><bc>Naxalites<fc><be><8d><b3><a4><bc>of the banned People's War Group (PWG) blasted an office of the Telugu Desam Party (TDP) by using detonators at Suraram in the Karimnagar district of Andhra Pradesh.",IND,an office of the Telugu Desam Party ( TDP ),office telugu desam party tdp,asset/ infrastructure,,,NA
73897,38678,torched,torch,The Hindu reports that the Communist Party of India-Maoist (CPI-Maoist) cadres torched a vehicle belonging to traders at Korukonda in the Nalgonda District in the evening of June 14.,IND,a vehicle belonging to traders at Korukonda in the Nalgonda District,vehicle belonging to traders,asset/ infrastructure,,,NA
37001,21830,set,set ablaz,Six trucks coming from Dimapur in Nagaland were set ablaze at Kopibung on the Imphal-Guwahati highway in the Senapati district.,IND,Six trucks coming from Dimapur in Nagaland,trucks coming,asset/ infrastructure,,,NA
12444,7135,blasted,blast,"Another report on March 10 said, the Maoist insurgents blasted a hydel-power sub-station of the Nepal Electricity Authority (NEA) in Chandrauta, Kapilavastu district, on Match 9 evening.",NPL,a hydel - power sub - station of the Nepal Electricity Authority ( NEA ),hydel power sub station nepal electricity authority nea,asset/ infrastructure,,,NA
92930,47898,set,set ablaz,Two containers carrying military hardware for NATO forces stationed in Afghanistan were going to Chaman town on Pakistan-Afghansitan border in Qilla Abdullah District from Karachi when some unidentified assailants intercepted them and set the two containers on fire at the Chutu area of Mastung District.,PAK,the two containers on fire at the Chutu area of Mastung District,containers fire area,asset/ infrastructure,,,NA
55539,30884,fired,fire,"Separately, militants fired two missiles on the military camp in Miranshah, according to The News.",PAK,two missiles on the military camp in Miranshah,missiles military camp,asset/ infrastructure,,,NA
25790,15593,attacked,attack,"Having failed to reach either the Railway Station or Government Medical College hospital, the two suspected targets, one of the terrorists attacked the car in which senior bureaucrat K B Pilai was traveling.",IND,the car in which senior bureaucrat K B Pilai was traveling,car senior bureaucrat pilai was traveling,asset/ infrastructure,,,NA
9008,4205,raided,raid,"Government reports said Sri Lankan Air Force jets raided the Liberation Tigers of Tamil Eelam's (LTTE) Jim Kelley training base in the Thoppigala jungle, 34km northwest of Batticaloa, on August 7, 2001.",LKA,"the Liberation Tigers of Tamil Eelam 's ( LTTE ) Jim Kelley training base in the Thoppigala jungle , 34km northwest of Batticaloa ,",liberation tigers tamil eelam ltte jim kelley training base thoppigala jungle km northwest,asset/ infrastructure,,,NA
41744,24535,raided,raid,"Daily News reports that head office of the World Tamil Movement at Toronto in Canada, allegedly a front organisation of the LTTE, was raided and subsequently sealed by the Police on April 22.",LKA,"head office of the World Tamil Movement at Toronto allegedly a front organisation of the LTTE ,",head office world tamil movement allegedly front organisation ltte,asset/ infrastructure,,,NA
114916,57957,fired,fire,"At least eight suspected militants were killed when a US drone fired missiles on a house near Khaisura road in Mir Ali sub-division of North Waziristan Agency in Federally Administered Tribal Areas (FATA) on September 24, reports The Express Tribune.",PAK,missiles,missiles,asset/ infrastructure,,,NA
44620,25750,raided,raid,"According to RAB sources, following the recovery, the security force personnel raided the house of Kafil Uddin in the same village and recovered one double-barrel gun and 373 bullets of M-16.",BGD,the house of Kafil Uddin in the same village,house kafil uddin same village,asset/ infrastructure,,,NA
29329,17688,fired,fire,"The troops are reported to have fired at least 75 artillery shells within two hours from the Zarinoor base in Wana and Tiarzah Fort to flush out terrorists, said eye witness accounts.",PAK,at least 75 artillery shells,least artillery shells,asset/ infrastructure,,,NA
55241,30734,attacking,attack,"A flotilla of about 20 Sea-Tiger boats fitted with out board motors for high speed after mingling with fishermen tried to close up the naval patrol craft at sea with the intension of attacking naval vessels, sources said.",LKA,naval vessels,naval vessels,asset/ infrastructure,,,NA
29205,17612,set,set ablaz,"According to reports, the terrorists also set ablaze the vehicle after the attack.",IND,ablaze the vehicle,ablaze vehicle,asset/ infrastructure,,,NA
61689,33384,neutralised,neutralis,One LTTE bunker was also neutralised in the area.,LKA,One LTTE bunker,ltte bunker,asset/ infrastructure,,,NA
41095,24153,blown up,blown up,"In another incident, the telephone exchange at Shakai in South Waziristan was blown up at around midnight cutting off telephone links with the rest of the country.",PAK,the telephone exchange at Shakai in South Waziristan,telephone exchange,asset/ infrastructure,,,NA
48334,27397,blew up,blew up,"Suspected Baloch militants blew up a pipeline supplying gas to Dera Bugti from Loti Gas Field, in the Balochistan province on December 24, Aaj Television reported.",PAK,"a pipeline supplying gas to Dera Bugti from Loti Gas Field , in the Balochistan province on December 24",pipeline supplying gas to loti gas field province december,asset/ infrastructure,,,NA
3975,1809,raided,raid,"Meanwhile, the counter-subversives unit of the Ampara police raided a house and recovered some explosives.",LKA,a house,house,asset/ infrastructure,,,NA
14298,8323,raided,raid,"Official sources said that SF personnel raided the house of a former terrorist, Altaf Ahmed Wani, when they were informed about the terrorist presence in it.",IND,"the house of a former terrorist , Altaf Ahmed Wani ,",house former terrorist altaf ahmed wani,asset/ infrastructure,,,NA
66828,35434,set,set ablaz,"Cadres of the Jharkhand Liberation Tigers (JLT), also known as the People's Liberation Front of India (PLFI) on October 23 set afire six vehicles of a private construction company near Tetai village in the Latehar district of Jharkhand.",IND,afire six vehicles of a private construction company near Tetai village in the Latehar district of Jharkhand,afire vehicles private construction company village latehar district,asset/ infrastructure,,,NA
56475,31294,blew up,blew up,"Militants blew up another music centre in Teri Bazaar in the Karak district, on November 14, Dawn reported.",PAK,another music centre,music centre,asset/ infrastructure,,,NA
69627,36687,attacked,attack,SFs attacked suspected militant hideous in Qandaharo area with mortar and cannon shells.,PAK,suspected militant hideous in Qandaharo area with mortar and cannon shells,suspected militant hideous area mortar and cannon shells,asset/ infrastructure,,,NA
52589,29444,raided,raid,"Two vehicles full of armed seminary students reportedly raided the massage centre, abducted the staff and brought them to the mosque.",PAK,the massage centre,massage centre,asset/ infrastructure,,,NA
63590,34166,attacked,attack,He managed to escape from the incident site and the militants later attacked his house and destroyed it.,PAK,his house,his house,asset/ infrastructure,,,NA
74620,39030,attacked,attack,"Meanwhile, four Levies troopers were killed when unidentified militants attacked a check-post in Khar, the Bajaur Agency headquarters, late on July 9-night.",PAK,a check - post in Khar,check post,asset/ infrastructure,,,NA
92259,47505,attack,attack,"On getting information that cadres of the Communist Party of India-Maoist (CPI-Maoist) have planned to attack the divisional jail, the State Police raided several places and arrested six Maoists from Rampur area in Gaya District on December 25, reports PTI.",IND,the divisional jail,divisional jail,asset/ infrastructure,,,NA
134483,66194,set,set ablaz,"UCPN-M candidate of Morang District, Gopi Achhami's vehicle, Ko 1 Cha 6270, was set ablaze by an unidentified gang.",NPL,"M candidate of Morang District , Gopi Achhami 's vehicle , Ko 1 Cha 6270 , ablaze",candidate gopi achhami vehicle ko cha ablaze,asset/ infrastructure,,,NA
60491,32915,raided,raid,New Indian Express reports that a group of 55 armed cadres of the Communist Party of India-Maoist (CPI-Maoist) raided the Mahamaya iron ore plant of the Steel Authority of India Limited (SAIL) in Gajurao village of Durg district on March 27.,IND,the Mahamaya iron ore plant of the Steel Authority of India Limited ( SAIL ),iron ore plant steel authority india limited sail,asset/ infrastructure,,,NA
118980,59573,neutralised,neutralis,"Elsewhere, one more LTTE militant was killed and eight sustained injuries when the troops neutralised another bunker line of the outfit in the Andankulam area.",LKA,another bunker line of the outfit in the Andankulam area.,bunker line outfit area,asset/ infrastructure,,,NA
84812,43944,neutralised,neutralis,"Meanwhile, the Security Forces (SFs) neutralised a militant hideout during a search operation at Chan Wali Dhok in the Chamrerh forests of Surankote in Poonch District.",IND,a militant hideout,militant hideout,asset/ infrastructure,,,NA
51756,29043,attacked,attack,"The SLN spokesperson, Commander D. K. P Dassanayake, said that the outfit attacked the navy base at Delft in a flotilla of 15 boats and navy sailors sank one of them in attempts to repulse the ambush, adds Associated Press.",LKA,the navy base at Delft,navy base,asset/ infrastructure,,,NA
28162,16947,blasted,blast,"In another incident on the same day, about 40 PWG Naxalites blasted two buildings belonging to the Telugu Desam Party (TDP) leaders at Murupunootala and New Kambalapally villages in the Nalgonda district.",IND,two buildings belonging to the Telugu Desam Party ( TDP ) leaders at Murupunootala and New Kambalapally villages in the Nalgonda district,buildings belonging to telugu desam party tdp leaders and villages district,asset/ infrastructure,,,NA
64878,34668,attack,attack,"Separately, suspected militants tried to attack the residence of the Manipur Food and Civil Supplies Minister, Y. Erabot, at Khurai Ahongei Leirak with a lethod bomb on August 28-night.",IND,"the residence of the Manipur Food and Civil Supplies Minister , Y. Erabot , at Khurai Ahongei Leirak with a lethod bomb on August 28-n ight",residence food and civil supplies minister erabot lethod bomb august ight,asset/ infrastructure,,,NA
2679,1226,attacked,attack,"In another incident on October 5, three civilians were injured when a military ambulance was attacked by LTTE rebels at Anaipathy area in Jaffna.",LKA,a military ambulance,military ambulance,asset/ infrastructure,,,NA
